ID,Token erroné,POS réelle,POS supposée,Lemme supposé,Erreur,Catégorie,Longueur,Contexte,Correction,charge,outil,n_burst,debut_burst,duree_burst,duree_pause,duree_cycle,pct_burst,pct_pause,longueur_burst,burst,startPos,endPos,docLength,categ,charBurst,ratio
P+S1,énom⌫rmément,Unknown,NOM,rmément,True,Suppression de caractères à l'intérieur d'un mot,1,énormément,énormément,+,TW,17,232.035,64.68,3.664,68.344,0.946388856374,0.0536111436264,230,t énormément mis en avant contrairement à la médecine actuelle qui même si elle s'avère efficace utilise pour la plupart du temps des médicaments plus ou moins chimique pouvant parfois être plus nocif que la maladie en elle-même. ,495,724,724,P,␣beaucoup⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫t␣énom⌫rmément␣mis␣en␣avant␣contrairement␣à␣la␣médecine␣actuelle␣qui␣mêms⌫e␣si␣elle␣s'avère␣efficace␣ut'ilise␣la␣⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫ilise␣pour␣la␣plupart␣dut⌫␣temps␣des␣médicament␣⌫s␣plus␣ou␣moins␣chimisuq⌫⌫que⌫⌫⌫⌫que␣pouvant␣parfois␣être␣plus␣nocif␣que␣la␣maladie␣en␣elle-même.␣,17.6528384279
P+S1,mêms⌫e,Unknown,NOM,e,True,Suppression de caractères à l'intérieur d'un mot,1,même,même,+,TW,17,232.035,64.68,3.664,68.344,0.946388856374,0.0536111436264,230,t énormément mis en avant contrairement à la médecine actuelle qui même si elle s'avère efficace utilise pour la plupart du temps des médicaments plus ou moins chimique pouvant parfois être plus nocif que la maladie en elle-même. ,495,724,724,P,␣beaucoup⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫t␣énom⌫rmément␣mis␣en␣avant␣contrairement␣à␣la␣médecine␣actuelle␣qui␣mêms⌫e␣si␣elle␣s'avère␣efficace␣ut'ilise␣la␣⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫ilise␣pour␣la␣plupart␣dut⌫␣temps␣des␣médicament␣⌫s␣plus␣ou␣moins␣chimisuq⌫⌫que⌫⌫⌫⌫que␣pouvant␣parfois␣être␣plus␣nocif␣que␣la␣maladie␣en␣elle-même.␣,17.6528384279
P+S1,⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫ilise,Unknown,NAM,ilis,True,Suppression de caractères à l'intérieur d'un mot,10,ilise,ilise,+,TW,17,232.035,64.68,3.664,68.344,0.946388856374,0.0536111436264,230,t énormément mis en avant contrairement à la médecine actuelle qui même si elle s'avère efficace utilise pour la plupart du temps des médicaments plus ou moins chimique pouvant parfois être plus nocif que la maladie en elle-même. ,495,724,724,P,␣beaucoup⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫t␣énom⌫rmément␣mis␣en␣avant␣contrairement␣à␣la␣médecine␣actuelle␣qui␣mêms⌫e␣si␣elle␣s'avère␣efficace␣ut'ilise␣la␣⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫ilise␣pour␣la␣plupart␣dut⌫␣temps␣des␣médicament␣⌫s␣plus␣ou␣moins␣chimisuq⌫⌫que⌫⌫⌫⌫que␣pouvant␣parfois␣être␣plus␣nocif␣que␣la␣maladie␣en␣elle-même.␣,17.6528384279
P+S1,chimisuq⌫⌫que⌫⌫⌫⌫que,Unknown,ADJ,que,True,Suppression de caractères à l'intérieur d'un mot,6,chimique,chimique,+,TW,17,232.035,64.68,3.664,68.344,0.946388856374,0.0536111436264,230,t énormément mis en avant contrairement à la médecine actuelle qui même si elle s'avère efficace utilise pour la plupart du temps des médicaments plus ou moins chimique pouvant parfois être plus nocif que la maladie en elle-même. ,495,724,724,P,␣beaucoup⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫t␣énom⌫rmément␣mis␣en␣avant␣contrairement␣à␣la␣médecine␣actuelle␣qui␣mêms⌫e␣si␣elle␣s'avère␣efficace␣ut'ilise␣la␣⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫ilise␣pour␣la␣plupart␣dut⌫␣temps␣des␣médicament␣⌫s␣plus␣ou␣moins␣chimisuq⌫⌫que⌫⌫⌫⌫que␣pouvant␣parfois␣être␣plus␣nocif␣que␣la␣maladie␣en␣elle-même.␣,17.6528384279
P+S1, peut,VER:pres,VER:pres,pouvoir,True,Mot inséré entre deux mots,5,alternative ; pose,alternative peutpose,+,TW,20,346.314,0.6,11.736,12.336,0.0486381322957,0.951361867704,5, peut,855,864,887,RB,␣peut,0.0511247443763
P+S1,é,Unknown,NOM,é,True,Lettre unique ajoutée,1,pose,posé,+,TW,21,349.466,208.0,2.552,2.76,0.0753623188406,0.924637681159,1,é,865,887,887,RB,⌫é,0.0815047021944
P+S1,f⌫effet,Unknown,NOM,effet,True,Suppression de caractères à l'intérieur d'un mot,1,effet,effet,+,TW,24,361.49,20.592,2.368,22.96,0.896864111498,0.103135888502,103,", en effet une partie de cette médecine ce basant aux ancienne croyances, les erreurs médicale de diago",899,1002,1003,P,",␣en␣f⌫effet␣une␣partie␣de␣cette␣médecine␣ce␣basant␣aux␣ancienne␣croyances,␣les␣erreurs␣médicale␣de␣diago",8.69594594595
P+S1,é⌫beaucoup,Unknown,NOM,beaucoup,True,Suppression de caractères à l'intérieur d'un mot,1,beaucoup,beaucoup,+,TW,25,384.082,6.272,2.0,8.272,0.758220502901,0.241779497099,29,nostic ce font beaucoup plus ,1002,1030,1031,RB,⌫nostic␣ce␣font␣é⌫beaucoup␣plus␣,3.136
P+S1,diag⌫⌫⌫⌫⌫⌫⌫comme,Unknown,NOM,comme,True,Suppression de caractères à l'intérieur d'un mot,7,comme,comme,+,TW,27,404.426,23.712,2.208,25.92,0.914814814815,0.0851851851852,95, et malheureusement dans certains cas des erreurs comme celles-ci peuvent parfois être fatale. ,1053,1147,1148,RB,⌫␣et␣malheureusement␣dans␣certains␣cas␣des␣erreurs␣de␣diag⌫⌫⌫⌫⌫⌫⌫comme␣cells-ci␣peu⌫⌫⌫⌫⌫⌫⌫⌫es-ci␣peuvent␣parfois␣être␣fatale.␣,10.7391304348
P+S1,peu⌫⌫⌫⌫⌫⌫⌫⌫es-ci,Unknown,NOM,ci,True,Suppression de caractères à l'intérieur d'un mot,8,es-ci,es-ci,+,TW,27,404.426,23.712,2.208,25.92,0.914814814815,0.0851851851852,95, et malheureusement dans certains cas des erreurs comme celles-ci peuvent parfois être fatale. ,1053,1147,1148,RB,⌫␣et␣malheureusement␣dans␣certains␣cas␣des␣erreurs␣de␣diag⌫⌫⌫⌫⌫⌫⌫comme␣cells-ci␣peu⌫⌫⌫⌫⌫⌫⌫⌫es-ci␣peuvent␣parfois␣être␣fatale.␣,10.7391304348
P+S1,technologiqu⌫⌫e,Unknown,NOM,e,True,Suppression de caractères à l'intérieur d'un mot,2,technologie,technologie,+,TW,28,448.865,34.184,20.727,54.911,0.622534646974,0.377465353026,171,"La médecine alternative pose aussi problème dans le sens où elle ne progresse pas contrairement à la medecine moderne, cette dernière dispose des dernières technologie et ",1147,1318,1319,P,"La␣médecine␣alternative␣pose␣aussi␣problème␣dans␣le␣sens␣où␣elle␣ne␣progresse␣pas␣contrairement␣à␣la␣medecine␣moderne,␣cette␣dernière␣dispose␣des␣dernières␣technologiqu⌫⌫e␣et␣",1.64924977083
P+S1,"⌫⌫⌫⌫,",Unknown,NAM,",",True,Suppression de caractères à l'intérieur d'un mot,4,",",",",+,TW,29,486.145,3.544,3.096,6.64,0.533734939759,0.466265060241,18,", connaissance et ",1318,1332,1333,RB,"⌫⌫⌫⌫,␣connaissance␣et␣",1.14470284238
P+S1,c⌫⌫⌫⌫⌫ntre,Unknown,NOM,ntre,True,Suppression de caractères à l'intérieur d'un mot,5,ntre,ntre,+,TW,30,492.281,27.064,2.592,29.656,0.912597787969,0.0874022120313,121,recherches afin de découvrir de nouvelles maladies pathogène mais aussi afin de trouver un antidote contre ces derniers. ,1332,1453,1454,P,recherches␣afin␣de␣découvrir␣de␣nouvelles␣maladie␣⌫s␣pathogène␣mais␣aussi␣afin␣de␣trouver␣un␣antidote␣cotre␣c⌫⌫⌫⌫⌫ntre␣ces␣derniers.␣,10.4413580247
P+S1,Mla⌫⌫alheureusemet⌫nt,Unknown,NOM,nt,True,Suppression de caractères à l'intérieur d'un mot,3,Malheureusement,Malheureusement,+,TW,31,536.273,14.087,16.928,31.015,0.454199580848,0.545800419152,46,"Malheureusement en médecine, il est important ",1453,1499,1500,P,"Mla⌫⌫alheureusemet⌫nt␣en␣médecine,␣il␣est␣important␣",0.832171550095
P+S1,connaô⌫ître,Unknown,NOM,ître,True,Suppression de caractères à l'intérieur d'un mot,1,connaître,connaître,+,TW,32,553.0,10.768,2.64,13.408,0.803102625298,0.196897374702,47,de bien connaître la maladie afin de la soignée,1499,1546,1547,P,de␣bien␣connaô⌫ître␣la␣maldie␣⌫⌫⌫⌫adie␣afin␣de␣la␣soignée,4.07878787879
P+S1,⌫⌫⌫⌫adie,Unknown,NAM,adie,True,Suppression de caractères à l'intérieur d'un mot,4,adie,adie,+,TW,32,553.0,10.768,2.64,13.408,0.803102625298,0.196897374702,47,de bien connaître la maladie afin de la soignée,1499,1546,1547,P,de␣bien␣connaô⌫ître␣la␣maldie␣⌫⌫⌫⌫adie␣afin␣de␣la␣soignée,4.07878787879
P+S1,cetted⌫d⌫,Unknown,NOM,⌫,True,Suppression de caractères à l'intérieur d'un mot,2,cette,cette,+,TW,33,586.712,18.216,22.944,41.16,0.442565597668,0.557434402332,91, et ce n'est pas toujours le cas de la médecine alternative même si cette dernière dispose ,1546,1637,1638,P,␣et␣ce␣n'est␣pas␣toujours␣le␣cas␣de␣la␣médecine␣alternative␣même␣si␣cetted⌫d⌫␣dernière␣dispose␣,0.793933054393
P+S1,afi⌫f⌫⌫⌫efficace,Unknown,NOM,efficace,True,Suppression de caractères à l'intérieur d'un mot,4,efficace,efficace,+,TW,34,608.72,13.776,3.792,17.568,0.784153005464,0.215846994536,66,aussi de remède pouvant être plus efficace qu'en médecine moderne.,1637,1703,1704,P,aussi␣de␣remède␣pouvant␣être␣plus␣afi⌫f⌫⌫⌫efficace␣qu'en␣médecine␣moderne.,3.63291139241
P+S1,⌫⌫s,Unknown,NAM,s,True,Suppression de caractères à l'intérieur d'un mot,2,s,s,+,TW,36,671.359,0.36,35.127,35.487,0.0101445599797,0.98985544002,1,s,161,256,1704,R,⌫⌫s,0.0102485267743
P+S1,s,Unknown,NOM,s,True,Lettre unique ajoutée,1,certaines,certains,+,TW,36,671.359,0.36,35.127,35.487,0.0101445599797,0.98985544002,1,s,161,256,1704,R,⌫⌫s,0.0102485267743
P+S1,au,PRP:det,PRP:det,au,True,Partie d'une chaîne insérée entre deux mots,9,croyances ; ,croyances au final,+,TW,40,745.615,1.071,14.392,15.463,0.0692621095518,0.930737890448,9, au final,583,691,1838,R,␣au␣final,0.0744163424125
P+S1,final,ADJ,ADJ,final,True,Partie d'une chaîne insérée entre deux mots,9,croyances ; ,croyances au final,+,TW,40,745.615,1.071,14.392,15.463,0.0692621095518,0.930737890448,9, au final,583,691,1838,R,␣au␣final,0.0744163424125
P+S1,t,Unknown,NOM,t,True,Lettre unique ajoutée,1,mis,mit,+,TW,41,755.454,248.0,8.768,9.016,0.0275066548358,0.972493345164,1,t,643,643,1838,R,⌫t,0.0282846715328
P+S1,et,KON,KON,et,True,Partie d'une chaîne insérée entre deux mots,18,elle-même ; ,elle-même et pouvant créer ,+,TW,42,778.206,3.24,22.504,25.744,0.125854568055,0.874145431945,18, et pouvant créer ,855,873,1856,R,␣et␣pouvant␣créer␣,0.14397440455
P+S1,pouvant,VER:ppre,VER:ppre,pouvoir,True,Partie d'une chaîne insérée entre deux mots,18,elle-même ; ,elle-même et pouvant créer ,+,TW,42,778.206,3.24,22.504,25.744,0.125854568055,0.874145431945,18, et pouvant créer ,855,873,1856,R,␣et␣pouvant␣créer␣,0.14397440455
P+S1,créer,VER:infi,VER:infi,créer,True,Partie d'une chaîne insérée entre deux mots,18,elle-même ; ,elle-même et pouvant créer ,+,TW,42,778.206,3.24,22.504,25.744,0.125854568055,0.874145431945,18, et pouvant créer ,855,873,1856,R,␣et␣pouvant␣créer␣,0.14397440455
P+S1,méi⌫dixau⌫⌫⌫caux,Unknown,ADJ,cal,True,Suppression de caractères à l'intérieur d'un mot,4,médicaux,médicaux,+,TW,43,785.214,11.92,3.768,15.688,0.759816420194,0.240183579806,47,d'autre problèmes médicaux chez le plus patient,873,919,1903,R,d'autre␣problème␣⌫s␣méi⌫dixau⌫⌫⌫caux␣chez␣le␣plus␣patient,3.16348195329
P+S1,plus,ADV,ADV,plus,True,Partie d'une chaîne insérée entre deux mots,20,médicaux ; chez,médicaux plus ou moins gravechez,+,TW,44,800.422,3.96,3.288,7.248,0.546357615894,0.453642384106,20, plus ou moins grave,899,919,1923,R,␣plus␣ou␣moins␣grave,1.20437956204
P+S1,ou,KON,KON,ou,True,Partie d'une chaîne insérée entre deux mots,20,médicaux ; chez,médicaux plus ou moins gravechez,+,TW,44,800.422,3.96,3.288,7.248,0.546357615894,0.453642384106,20, plus ou moins grave,899,919,1923,R,␣plus␣ou␣moins␣grave,1.20437956204
P+S1,moins,ADV,ADV,moins,True,Partie d'une chaîne insérée entre deux mots,20,médicaux ; chez,médicaux plus ou moins gravechez,+,TW,44,800.422,3.96,3.288,7.248,0.546357615894,0.453642384106,20, plus ou moins grave,899,919,1923,R,␣plus␣ou␣moins␣grave,1.20437956204
P+S1,grave,ADJ,ADJ,grave,True,Partie d'une chaîne insérée entre deux mots,20,médicaux ; chez,médicaux plus ou moins gravechez,+,TW,44,800.422,3.96,3.288,7.248,0.546357615894,0.453642384106,20, plus ou moins grave,899,919,1923,R,␣plus␣ou␣moins␣grave,1.20437956204
P+S1,malgré,PRP,PRP,malgré,True,Partie d'une chaîne insérée entre deux mots,12,peut ; posé,peut malgré toutposé,+,TW,45,824.054,2.336,19.672,22.008,0.106143220647,0.893856779353,12, malgré tout,1078,1090,1935,R,␣malgré␣tout,0.118747458316
P+S1,tout,PRO:IND,PRO:IND,tout,True,Partie d'une chaîne insérée entre deux mots,12,peut ; posé,peut malgré toutposé,+,TW,45,824.054,2.336,19.672,22.008,0.106143220647,0.893856779353,12, malgré tout,1078,1090,1935,R,␣malgré␣tout,0.118747458316
P+S1,et,KON,KON,et,True,Partie d'une chaîne insérée entre deux mots,16,problèmes ; ,problèmes et erreurs médi,+,TW,47,836.902,3.4,3.576,6.976,0.487385321101,0.512614678899,16, et erreurs médi,1117,1133,1952,R,␣et␣erreurs␣médi,0.950782997763
P+S1,erreurs,NOM,NOM,erreur,True,Partie d'une chaîne insérée entre deux mots,16,problèmes ; ,problèmes et erreurs médi,+,TW,47,836.902,3.4,3.576,6.976,0.487385321101,0.512614678899,16, et erreurs médi,1117,1133,1952,R,␣et␣erreurs␣médi,0.950782997763
P+S1,médi,VER:pper,VER:pper,médi,True,Partie d'une chaîne insérée entre deux mots,16,problèmes ; ,problèmes et erreurs médi,+,TW,47,836.902,3.4,3.576,6.976,0.487385321101,0.512614678899,16, et erreurs médi,1117,1133,1952,R,␣et␣erreurs␣médi,0.950782997763
P+S1,s,Unknown,NOM,s,True,Lettre unique ajoutée,1,ce,se,+,TW,49,856.35,248.0,11.968,12.216,0.0203012442698,0.97969875573,1,s,1190,1196,1955,R,⌫s,0.0207219251337
P+S1,⌫⌫⌫sur,Unknown,NAM,sur,True,Suppression de caractères à l'intérieur d'un mot,3,sur,sur,+,TW,50,859.645,1.76,3.047,4.807,0.366132723112,0.633867276888,7,sur les,1202,1214,1959,R,⌫⌫⌫sur␣les,0.57761732852
P+S1,sur,PRP,PRP,sur,True,Partie d'une chaîne insérée entre deux mots,7,aux ; ancienne,auxsur lesancienne,+,TW,50,859.645,1.76,3.047,4.807,0.366132723112,0.633867276888,7,sur les,1202,1214,1959,R,⌫⌫⌫sur␣les,0.57761732852
P+S1,les,PRO:PER,PRO:PER,le,True,Partie d'une chaîne insérée entre deux mots,7,aux ; ancienne,auxsur lesancienne,+,TW,50,859.645,1.76,3.047,4.807,0.366132723112,0.633867276888,7,sur les,1202,1214,1959,R,⌫⌫⌫sur␣les,0.57761732852
P+S1,s,Unknown,NOM,s,True,Lettre unique ajoutée,1,ancienne,anciennes,+,TW,51,863.485,56.0,2.08,2.136,0.0262172284644,0.973782771536,1,s,1215,1221,1960,R,s,0.0269230769231
P+S1,s,Unknown,NOM,s,True,Lettre unique ajoutée,1,ce,se,+,TW,52,874.909,184.0,11.368,11.552,0.0159279778393,0.984072022161,1,s,1264,1355,1960,R,⌫s,0.0161857846587
P+S1,pour,KON,KON,pour,True,Partie d'une chaîne insérée entre deux mots,16,fatale ; ,fatale pour le patient,+,TW,53,886.757,3.088,11.664,14.752,0.209327548807,0.790672451193,16, pour le patient,1400,1416,1976,R,␣pourl⌫␣le␣patient,0.264746227709
P+S1,le,PRO:PER,PRO:PER,le,True,Partie d'une chaîne insérée entre deux mots,16,fatale ; ,fatale pour le patient,+,TW,53,886.757,3.088,11.664,14.752,0.209327548807,0.790672451193,16, pour le patient,1400,1416,1976,R,␣pourl⌫␣le␣patient,0.264746227709
P+S1,patient,ADJ,ADJ,patient,True,Partie d'une chaîne insérée entre deux mots,16,fatale ; ,fatale pour le patient,+,TW,53,886.757,3.088,11.664,14.752,0.209327548807,0.790672451193,16, pour le patient,1400,1416,1976,R,␣pourl⌫␣le␣patient,0.264746227709
P+S1,s,Unknown,NOM,s,True,Lettre unique ajoutée,1,médicale,médicales,+,TW,54,895.365,72.0,5.52,5.592,0.0128755364807,0.987124463519,1,s,1248,1249,1977,R,s,0.0130434782609
P+S1, du ,PRP:det,PRP:det,de,True,Mot inséré entre deux mots,4,moderne ; et,moderne du et,+,TW,55,907.533,0.52,12.096,12.616,0.0412175015853,0.958782498415,4, du ,1308,1312,1981,R,␣du␣,0.0429894179894
P+S1,"é⌫""nouvelles""",Unknown,NOM,"""",True,Suppression de caractères à l'intérieur d'un mot,1,"""nouvelles""","""nouvelles""",+,TW,57,918.205,6.784,2.568,9.352,0.725406330197,0.274593669803,29," pour les ""nouvelles"" maladie",1339,1368,2037,R,"␣pour␣les␣é⌫""nouvelles""␣maladie",2.64174454829
P+S1,s,Unknown,NOM,s,True,Lettre unique ajoutée,1,pathogène,pathogènes,+,TW,60,973.988,0.12,39.327,39.447,0.00304205643015,0.99695794357,1,s,1734,1832,2048,R,s,0.00305133877489
P+S1,⌫⌫⌫,Unknown,ABR,⌫,True,Suppression de caractères à l'intérieur d'un mot,3,,,+,TW,61,996.284,7.56,22.176,29.736,0.254237288136,0.745762711864,45, mais qui parfois ne sont tout simplement pas,2048,2090,2090,R,⌫⌫⌫␣mais␣qui␣parfois␣ne␣sont␣tout␣simplement␣pas,0.340909090909
P+S1,l'himm⌫⌫⌫omme,Unknown,DET:ART,omme,True,Suppression de caractères à l'intérieur d'un mot,3,l'homme,l'homme,+,TW,65,1078.843,39.408,37.815,77.223,0.510314284604,0.489685715396,180, et pour qui les croyances d'antant ne sont plus à jours face aux nouvelles maladies développer chez l'homme du à la pollution ou autres facteurs modernes ne pouvant être possible ,2113,2292,2293,RB,⌫␣et␣pour␣qui␣les␣croyances␣d'antant␣ne␣sont␣plus␣à␣jours␣face␣aux␣nouvelles␣maladies␣développer␣chez␣l'himm⌫⌫⌫omme␣du␣à␣la␣pollution␣ou␣autres␣facteurs␣modernes␣ne␣pouvant␣être␣possible␣,1.04212614042
P+S1,⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫qui,Unknown,NAM,qui,True,Suppression de caractères à l'intérieur d'un mot,25,qui,qui,+,TW,66,1124.219,7.008,5.968,12.976,0.540073982737,0.459926017263,19,qui n'existait pas ,2292,2286,2287,R,⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫⌫qui␣n'existait␣pas␣,1.17426273458
P+S1,e⌫le,Unknown,NOM,le,True,Suppression de caractères à l'intérieur d'un mot,1,le,le,+,TW,67,1133.067,9.144,1.84,10.984,0.832483612527,0.167516387473,29,dans les courant de création ,2286,2315,2316,P,dans␣e⌫le␣coura⌫⌫⌫⌫⌫⌫s␣courant␣de␣création␣,4.96956521739
P+S1,coura⌫⌫⌫⌫⌫⌫s,Unknown,NOM,s,True,Suppression de caractères à l'intérieur d'un mot,6,s,s,+,TW,67,1133.067,9.144,1.84,10.984,0.832483612527,0.167516387473,29,dans les courant de création ,2286,2315,2316,P,dans␣e⌫le␣coura⌫⌫⌫⌫⌫⌫s␣courant␣de␣création␣,4.96956521739
P+S1,é,Unknown,NOM,é,True,Lettre unique ajoutée,1,madecine,médecine,+,TW,71,1164.187,0.24,4.432,4.672,0.0513698630137,0.948630136986,1,é,2337,2343,2345,RB,⌫é,0.0541516245487
P+S1,dec⌫⌫⌫médecine,Unknown,NOM,médecine,True,Suppression de caractères à l'intérieur d'un mot,3,médecine,médecine,+,TW,73,1231.746,18.56,62.671,81.231,0.228484199382,0.771515800618,61,La médecine alternative n'est-elle qu'un tissue de mensonge? ,0,61,2420,R,La␣dec⌫⌫⌫médecine␣tra⌫⌫⌫alternative␣n'est␣⌫-t'⌫⌫elle␣qu'un␣tissue␣de␣mensonge?␣,0.296149734327
P+S1,tra⌫⌫⌫alternative,Unknown,ADJ,alternative,True,Suppression de caractères à l'intérieur d'un mot,3,alternative,alternative,+,TW,73,1231.746,18.56,62.671,81.231,0.228484199382,0.771515800618,61,La médecine alternative n'est-elle qu'un tissue de mensonge? ,0,61,2420,R,La␣dec⌫⌫⌫médecine␣tra⌫⌫⌫alternative␣n'est␣⌫-t'⌫⌫elle␣qu'un␣tissue␣de␣mensonge?␣,0.296149734327
P+S1,⌫-t'⌫⌫elle,Unknown,NAM,lui,True,Suppression de caractères à l'intérieur d'un mot,3,-elle,-elle,+,TW,73,1231.746,18.56,62.671,81.231,0.228484199382,0.771515800618,61,La médecine alternative n'est-elle qu'un tissue de mensonge? ,0,61,2420,R,La␣dec⌫⌫⌫médecine␣tra⌫⌫⌫alternative␣n'est␣⌫-t'⌫⌫elle␣qu'un␣tissue␣de␣mensonge?␣,0.296149734327
P+S1,La,DET:ART,DET:ART,le,True,Partie d'une chaîne insérée entre deux mots,61, ; Dans,La médecine alternative n'est-elle qu'un tissue de mensonge? Dans,+,TW,73,1231.746,18.56,62.671,81.231,0.228484199382,0.771515800618,61,La médecine alternative n'est-elle qu'un tissue de mensonge? ,0,61,2420,R,La␣dec⌫⌫⌫médecine␣tra⌫⌫⌫alternative␣n'est␣⌫-t'⌫⌫elle␣qu'un␣tissue␣de␣mensonge?␣,0.296149734327
P+S1,médecine,NOM,NOM,médecine,True,Partie d'une chaîne insérée entre deux mots,61, ; Dans,La médecine alternative n'est-elle qu'un tissue de mensonge? Dans,+,TW,73,1231.746,18.56,62.671,81.231,0.228484199382,0.771515800618,61,La médecine alternative n'est-elle qu'un tissue de mensonge? ,0,61,2420,R,La␣dec⌫⌫⌫médecine␣tra⌫⌫⌫alternative␣n'est␣⌫-t'⌫⌫elle␣qu'un␣tissue␣de␣mensonge?␣,0.296149734327
